English Name,Latitude,Longitude,Hebrew Name,English Name,Alt English Names,UID,,,,,
MapsTooltip - Hidden - StringFilter,MapsLat - Hidden - NoFilter,MapsLong - Hidden - NoFilter,StringFilter,StringFilter,StringFilter,CSVFilter,CategoryFilter,CategoryFilter,CategoryFilter,CategoryFilter,CategoryFilter
"Levelek, Hungary",47.96666667,21.98333333,לעוועלעק,"Levelek, Hungary",Levelek ,HU-00461,,,,,
"Levelek, Hungary",47.96666667,21.98333333,לעוועלק,"Levelek, Hungary",Levelek ,HU-00461,,,,,
Szabolcsbáka,48.15456,22.14183,באקא,Szabolcsbáka,"Szabolcsbáka , Nagybáka, Kisbáka",HU-00462,,,,,
Szabolcsbáka,48.15456,22.14183,באקע,Szabolcsbáka,"Szabolcsbáka , Nagybáka, Kisbáka",HU-00462,,,,,
"Szabolcsbáka, Hungary",48.15456,22.14183,ס' באקע,"Szabolcsbáka, Hungary","Szabolcsbáka , Nagybáka, Kisbáka",HU-00462,,,,,
"Szabolcsbáka, Hungary",48.15456,22.14183,סאבאלטשבאקע,"Szabolcsbáka, Hungary","Szabolcsbáka , Nagybáka, Kisbáka",HU-00462,,,,,
"Szatmárcseke, Hungary",48.08333333,22.63333333,טשעקע,"Szatmárcseke, Hungary","Szatmárcseke , Cseke",HU-00465,,,,,
"Szatmárcseke, Hungary",48.08333333,22.63333333,צעקע,"Szatmárcseke, Hungary","Szatmárcseke , Cseke",HU-00465,,,,,
"Ököritófülpös, Hungary",47.91666667,22.5,אוקריטויא,"Ököritófülpös, Hungary","Ököritófülpös , Szatmárököritó , Ököritó, Fülpös",HU-00466,,,,,
"Ököritófülpös, Hungary",47.91666667,22.5,איקאריטא,"Ököritófülpös, Hungary","Ököritófülpös , Szatmárököritó , Ököritó, Fülpös",HU-00466,,,,,
"Ököritófülpös, Hungary",47.91666667,22.5,איקעריטוי,"Ököritófülpös, Hungary","Ököritófülpös , Szatmárököritó , Ököritó, Fülpös",HU-00466,,,,,
"Ököritófülpös, Hungary",47.91666667,22.5,איקריטא,"Ököritófülpös, Hungary","Ököritófülpös , Szatmárököritó , Ököritó, Fülpös",HU-00466,,,,,
"Ököritófülpös, Hungary",47.91666667,22.5,איקריטוא,"Ököritófülpös, Hungary","Ököritófülpös , Szatmárököritó , Ököritó, Fülpös",HU-00466,,,,,
"Ököritófülpös, Hungary",47.91666667,22.5,סאטמארעקעריטא,"Ököritófülpös, Hungary","Ököritófülpös , Szatmárököritó , Ököritó, Fülpös",HU-00466,,,,,
"Ököritófülpös, Hungary",47.91666667,22.5,פולפוש,"Ököritófülpös, Hungary","Ököritófülpös , Szatmárököritó , Ököritó, Fülpös",HU-00466,,,,,
"Ököritófülpös, Hungary",47.91666667,22.5,פילפיש,"Ököritófülpös, Hungary","Ököritófülpös , Szatmárököritó , Ököritó, Fülpös",HU-00466,,,,,
"Ököritófülpös, Hungary",47.91666667,22.5,פילפעש,"Ököritófülpös, Hungary","Ököritófülpös , Szatmárököritó , Ököritó, Fülpös",HU-00466,,,,,
"Szedres, Hungary",46.48333333,18.68333333,סעדעריעש,"Szedres, Hungary",Szedres ,HU-00467,,,,,
"Szedres, Hungary",46.48333333,18.68333333,סעדרעש,"Szedres, Hungary",Szedres ,HU-00467,,,,,
"Szentendre, Hungary",47.66666667,19.06666667,ס' ענדרע,"Szentendre, Hungary","Szentendre , Sankt Andrä , Svätý Ondrej ",HU-00470,,,,,
"Szentendre, Hungary",47.66666667,19.06666667,סענטענדרע,"Szentendre, Hungary","Szentendre , Sankt Andrä , Svätý Ondrej ",HU-00470,,,,,
"Szentlőrinc, Hungary",46.03333333,17.98333333,סענטלירענץ,"Szentlőrinc, Hungary","Szentlőrinc , Selurinac , Szent-Lörincz",HU-00472,,,,,
"Szentlőrinc, Hungary",46.03333333,17.98333333,סענטלערינץ,"Szentlőrinc, Hungary","Szentlőrinc , Selurinac , Szent-Lörincz",HU-00472,,,,,
"Szob, Hungary",47.81666667,18.86666667,סאב,"Szob, Hungary","Szob , Zopp an der Donau , Szobb",HU-00473,,,,,
"Taktaharkány, Hungary",48.08333333,21.13333333,טאקטאהארקאני,"Taktaharkány, Hungary","Taktaharkány , Harkány",HU-00474,,,,,
"Tápiógyörgye, Hungary",47.33333333,19.95,טאפיאריערדי,"Tápiógyörgye, Hungary","Tápiógyörgye , Tápiószentgyörgy",HU-00477,,,,,
"Pétervására, Hungary",48.01666667,20.1,פעטערוואשאר,"Pétervására, Hungary","Pétervására , Pétervásár",HU-00479,,,,,
"Porcsalma, Hungary",47.88333333,22.56666667,פארטשאלמא,"Porcsalma, Hungary","Porcsalma , Porcialma ",HU-00480,,,,,
"Porcsalma, Hungary",47.88333333,22.56666667,פורצ'למה,"Porcsalma, Hungary","Porcsalma , Porcialma ",HU-00480,,,,,
"Tyukod, Hungary",47.85,22.55,טיאקאר,"Tyukod, Hungary",Tyukod ,HU-00481,,,,,
"Napkor, Hungary",47.93333333,21.86666667,נאפקאר,"Napkor, Hungary",Napkor ,HU-00482,,,,,
"Napkor, Hungary",47.93333333,21.86666667,נאפקור,"Napkor, Hungary",Napkor ,HU-00482,,,,,
"Napkor, Hungary",47.93333333,21.86666667,נאפקיר,"Napkor, Hungary",Napkor ,HU-00482,,,,,
"Napkor, Hungary",47.93333333,21.86666667,נאפקער,"Napkor, Hungary",Napkor ,HU-00482,,,,,
"Napkor, Hungary",47.93333333,21.86666667,קאפקיר,"Napkor, Hungary",Napkor ,HU-00482,,,,,
"Baracska, Hungary",47.2824737,18.7598901,באראטשקא,"Baracska, Hungary",,HU-00483,,,,,
"Gölle, Hungary",46.4366176,18.0112682,געלע,"Gölle, Hungary",,HU-00484,,,,,
"Hangács, Hungary",48.2896949,20.8314625,האנגאטש,"Hangács, Hungary",,HU-00485,,,,,
"Nábrád, Hungary",48.0057936,22.4489893,נאבראד,"Nábrád, Hungary",,HU-00486,,,,,
"Hidvégardó, Hungary",48.5598883,20.8395348,ארדאף,"Hidvégardó, Hungary",,HU-00487,,,,,
"Hidvégardó, Hungary",48.5598883,20.8395348,הידוועגארדא,"Hidvégardó, Hungary",,HU-00487,,,,,
"Martonyi, Hungary",48.4702379,20.7660532,מארטאן,"Martonyi, Hungary",,HU-00488,,,,,
"Martonyi, Hungary",48.4702379,20.7660532,מארטאני,"Martonyi, Hungary",,HU-00488,,,,,
"Tiszanána, Hungary",47.562039,20.522157,ט' נאנא,"Tiszanána, Hungary",,HU-00489,,,,,
"Tiszanána, Hungary",47.562039,20.522157,טיסאנאנא,"Tiszanána, Hungary",,HU-00489,,,,,
"Sajókaza, Hungary",48.2864119,20.5851277,קאזא,"Sajókaza, Hungary",,HU-00490,,,,,
"Sajókaza, Hungary",48.2864119,20.5851277,ש' קאזא,"Sajókaza, Hungary",,HU-00490,,,,,
"Sajókaza, Hungary",48.2864119,20.5851277,שאיאקאזא,"Sajókaza, Hungary",,HU-00490,,,,,
"Bolyok, Hungary",48.2253229,20.25247,באליאק,"Bolyok, Hungary",,HU-00491,,,,,
"Lónya, Hungary",48.3214472,22.2703366,נאדילויניע,"Lónya, Hungary",,HU-00492,,,,,
"Őrhalom, Hungary",48.0761016,19.4046301,ערהאלאם,"Őrhalom, Hungary",,HU-00493,,,,,
"Szabolcs, Hungary",48.17242,21.49557,סאבאטש,"Szabolcs, Hungary",,HU-00494,,,,,
"Szabolcs, Hungary",48.17242,21.49557,סאבאלטש,"Szabolcs, Hungary",,HU-00494,,,,,
"Szabolcs, Hungary",48.17242,21.49557,סאביטש,"Szabolcs, Hungary",,HU-00494,,,,,
"Szabolcs, Hungary",48.17242,21.49557,סאבלטש,"Szabolcs, Hungary",,HU-00494,,,,,
"Mályi, Hungary",48.0175678,20.8292414,מאלי,"Mályi, Hungary",,HU-00495,,,,,
"Diszel, Tapolca, Hungary",46.8887179,17.496095,דיסעל,"Diszel, Tapolca, Hungary",,HU-00496,,,,,
"Perkáta, Hungary",47.0482285,18.784294,פערקאטא,"Perkáta, Hungary",,HU-00497,,,,,
"Kispalád, Hungary",48.0206439,22.8356744,ק' פאלוד,"Kispalád, Hungary",,HU-00498,,,,,
"Kispalád, Hungary",48.0206439,22.8356744,קישפאלוד,"Kispalád, Hungary",,HU-00498,,,,,
"Novaj, Hungary",47.8579509,20.4792211,נאוויי,"Novaj, Hungary",,HU-00499,,,,,
"Gyügye, Hungary",47.9239745,22.5683586,דידיע,"Gyügye, Hungary",,HU-00500,,,,,
"Nádasd, Hungary",46.9658004,16.6109092,נאדאשד,"Nádasd, Hungary",,HU-00501,,,,,
"Nádasd, Hungary",46.9658004,16.6109092,נאדעשט,"Nádasd, Hungary",,HU-00501,,,,,
"Megyaszó, Hungary",48.1875185,21.0547033,מעדיאסא,"Megyaszó, Hungary",,HU-00502,,,,,
"Dubicsány, Hungary",48.2837745,20.4940325,דוביטשאן,"Dubicsány, Hungary",,HU-00503,,,,,
"Dubicsány, Hungary",48.2837745,20.4940325,דוביטשאני,"Dubicsány, Hungary",,HU-00503,,,,,
"Úny, Hungary",47.64178,18.73681,אוהן,"Úny, Hungary",,HU-00504,,,,,
"Úny, Hungary",47.64178,18.73681,און,"Úny, Hungary",,HU-00504,,,,,
"Úny, Hungary",47.64178,18.73681,איהן,"Úny, Hungary",,HU-00504,,,,,
"Úny, Hungary",47.64178,18.73681,אין,"Úny, Hungary",,HU-00504,,,,,
"Domony, Hungary",47.6544521,19.4349645,דאמאן,"Domony, Hungary",,HU-00505,,,,,
"Domony, Hungary",47.6544521,19.4349645,דאמאני,"Domony, Hungary",,HU-00505,,,,,
"Penészlek, Hungary",47.6382263,22.1486565,פעניסליק,"Penészlek, Hungary",,HU-00506,,,,,
"Penészlek, Hungary",47.6382263,22.1486565,פעניסלעק,"Penészlek, Hungary",,HU-00506,,,,,
"Penészlek, Hungary",47.6382263,22.1486565,פענסליק,"Penészlek, Hungary",,HU-00506,,,,,
"Penészlek, Hungary",47.6382263,22.1486565,פענעסלעק,"Penészlek, Hungary",,HU-00506,,,,,
"Bogács, Hungary",47.9030764,20.5312356,באגאטש,"Bogács, Hungary",,HU-00507,,,,,
"Tiszakóród, Hungary",48.1028617,22.7115037,ט' קאראד,"Tiszakóród, Hungary",,HU-00508,,,,,
"Tiszakóród, Hungary",48.1028617,22.7115037,טיסאקאראד,"Tiszakóród, Hungary",,HU-00508,,,,,
"Várgesztes, Hungary",47.4747062,18.3988089,געסטעש,"Várgesztes, Hungary",,HU-00509,,,,,
"Szava, Hungary",45.9024581,18.1738569,סאווע,"Szava, Hungary",,HU-00510,,,,,
"Pálfa, Hungary",46.7137053,18.6130159,פאלווא,"Pálfa, Hungary",,HU-00511,,,,,
"Pálfa, Hungary",46.7137053,18.6130159,פאלפא,"Pálfa, Hungary",,HU-00511,,,,,
"Sajóvárkony, Ózd, Hungary",48.2307609,20.322575,שאיאווארקאני,"Sajóvárkony, Ózd, Hungary",,HU-00512,,,,,
"Szőlősardó, Hungary",48.443484,20.6278686,ס' ארדא,"Szőlősardó, Hungary",,HU-00513,,,,,
"Szőlősardó, Hungary",48.443484,20.6278686,סעלעשארדא,"Szőlősardó, Hungary",,HU-00513,,,,,
"Érpatak, Hungary",47.8079477,21.7564396,ערפאטאק,"Érpatak, Hungary",,HU-00514,,,,,
"Fügöd, Encs, Hungary",48.3107649,21.1109051,פוגעד,"Fügöd, Encs, Hungary",,HU-00515,,,,,
"Fügöd, Encs, Hungary",48.3107649,21.1109051,פיגעד,"Fügöd, Encs, Hungary",,HU-00515,,,,,
"Ófehértó, Hungary",47.9337349,22.0389497,איפעהערטויא,"Ófehértó, Hungary",,HU-00516,,,,,
"Ófehértó, Hungary",47.9337349,22.0389497,אפעהערטא,"Ófehértó, Hungary",,HU-00516,,,,,
"Ófehértó, Hungary",47.9337349,22.0389497,אפעהערטוי,"Ófehértó, Hungary",,HU-00516,,,,,
"Ófehértó, Hungary",47.9337349,22.0389497,אפעהרטויא,"Ófehértó, Hungary",,HU-00516,,,,,
"Ófehértó, Hungary",47.9337349,22.0389497,אפערטא,"Ófehértó, Hungary",,HU-00516,,,,,
"Ófehértó, Hungary",47.9337349,22.0389497,אפערטויא,"Ófehértó, Hungary",,HU-00516,,,,,
"Ófehértó, Hungary",47.9337349,22.0389497,אפערטע,"Ófehértó, Hungary",,HU-00516,,,,,
"Jánd, Hungary",48.1143095,22.3708104,יאנד,"Jánd, Hungary",,HU-00517,,,,,
"Kőröshegy, Hungary",46.8350066,17.8988043,קערעשהעדי,"Kőröshegy, Hungary",,HU-00518,,,,,
"Rohod, Hungary",48.0272849,22.1348012,ראהאד,"Rohod, Hungary",,HU-00519,,,,,
"Rohod, Hungary",48.0272849,22.1348012,ראהאט,"Rohod, Hungary",,HU-00519,,,,,
"Rohod, Hungary",48.0272849,22.1348012,ראהד,"Rohod, Hungary",,HU-00519,,,,,
"Négyes, Hungary",47.7013,20.7040224,נעדיעש,"Négyes, Hungary",,HU-00520,,,,,
"Múcsony, Hungary",48.2758139,20.6716209,מוטשאני,"Múcsony, Hungary",,HU-00521,,,,,
"Múcsony, Hungary",48.2758139,20.6716209,מוטשינא,"Múcsony, Hungary",,HU-00521,,,,,
"Nyírcsászári, Hungary",47.8677814,22.1761922,נ' טשאסארי,"Nyírcsászári, Hungary",,HU-00522,,,,,
"Nyírcsászári, Hungary",47.8677814,22.1761922,נירטשאסארי,"Nyírcsászári, Hungary",,HU-00522,,,,,
"Alsógagy, Hungary",48.4052855,21.0255485,אונטערגאדי,"Alsógagy, Hungary",,HU-00523,,,,,
"Kány, Hungary",48.5151651,21.0143542,קאני,"Kány, Hungary",,HU-00524,,,,,
"Nagyiván, Hungary",47.4851729,20.9271536,נ’ איוואן,"Nagyiván, Hungary",,HU-00525,,,,,
"Nagyiván, Hungary",47.4851729,20.9271536,נאדיאיוואן,"Nagyiván, Hungary",,HU-00525,,,,,
"Bánhorváti, Hungary",48.2260139,20.504815,באנדארוואט,"Bánhorváti, Hungary",,HU-00526,,,,,
"Mezőnyárád, Hungary",47.8585625,20.6764688,מ’ ניאראד,"Mezőnyárád, Hungary",,HU-00527,,,,,
"Mezőnyárád, Hungary",47.8585625,20.6764688,מעזעניאראד,"Mezőnyárád, Hungary",,HU-00527,,,,,
"Majs, Hungary",45.9090894,18.59764,מייש,"Majs, Hungary",,HU-00528,,,,,
"Neszmély, Hungary",47.734063,18.3542633,נעסמעל,"Neszmély, Hungary",,HU-00529,,,,,
"Aggtelek, Hungary",48.4686657,20.5040699,אקטעלעק,"Aggtelek, Hungary",,HU-00530,,,,,
"Tahitótfalu, Tótfalu, Hungary",47.7523799,19.097968,טאטפאלו,"Tahitótfalu, Tótfalu, Hungary",,HU-00531,,,,,
"Tahitótfalu, Tótfalu, Hungary",47.7523799,19.097968,טויטפאלו,"Tahitótfalu, Tótfalu, Hungary",,HU-00531,,,,,
"Nemesapáti, Hungary",46.8683567,16.9506977,אפאטה,"Nemesapáti, Hungary",,HU-00532,,,,,
"Nemesapáti, Hungary",46.8683567,16.9506977,נעמעשאפאטי,"Nemesapáti, Hungary",,HU-00532,,,,,
"Borsodszentgyörgy, Hungary",48.1892068,20.2073894,דיסנאשד,"Borsodszentgyörgy, Hungary",,HU-00533,,,,,
"Tiszatarján, Hungary",47.8329217,21.0014346,ט' טאריאן,"Tiszatarján, Hungary",,HU-00534,,,,,
"Tiszatarján, Hungary",47.8329217,21.0014346,טיסאטאריאן,"Tiszatarján, Hungary",,HU-00534,,,,,
"Somogy, Hungary",46.554859,17.5866732,שאמאדי,"Somogy, Hungary",,HU-00535,,,,,
"Somogy, Hungary",46.554859,17.5866732,שומאדי,"Somogy, Hungary",,HU-00535,,,,,
"Hűvösvölgy, Budapest, Hungary (Veľká Lúka, Slovakia?)",47.5419529,18.9543259,נ’ ראטה,"Hűvösvölgy, Budapest, Hungary (Veľká Lúka, Slovakia?)",,HU-00536,,,,,
"Hűvösvölgy, Budapest, Hungary (Veľká Lúka, Slovakia?)",47.5419529,18.9543259,נאדיראטה,"Hűvösvölgy, Budapest, Hungary (Veľká Lúka, Slovakia?)",,HU-00536,,,,,
"Hűvösvölgy, Budapest, Hungary (Veľká Lúka, Slovakia?)",47.5419529,18.9543259,נאדירעט,"Hűvösvölgy, Budapest, Hungary (Veľká Lúka, Slovakia?)",,HU-00536,,,,,
"Kalló, Hungary",47.74906,19.48985,קאלא,"Kalló, Hungary",,HU-00537,,,,,
"Kalló, Hungary",47.74906,19.48985,קאלוי,"Kalló, Hungary",,HU-00537,,,,,
"Kalló, Hungary",47.74906,19.48985,קאלע,"Kalló, Hungary",,HU-00537,,,,,
"Mezőtárkány, Hungary",47.7198231,20.4763891,מ’ טארקאני,"Mezőtárkány, Hungary",,HU-00538,,,,,
"Mezőtárkány, Hungary",47.7198231,20.4763891,מעזעטארקאני,"Mezőtárkány, Hungary",,HU-00538,,,,,
"Püspöki, Gyöngyös, Hungary",47.7756699,19.91755,פושפיקי,"Püspöki, Gyöngyös, Hungary",,HU-00539,,,,,
"Püspöki, Gyöngyös, Hungary",47.7756699,19.91755,פושפעק,"Püspöki, Gyöngyös, Hungary",,HU-00539,,,,,
"Püspöki, Gyöngyös, Hungary",47.7756699,19.91755,פישפיקי,"Püspöki, Gyöngyös, Hungary",,HU-00539,,,,,
"Püspöki, Gyöngyös, Hungary",47.7756699,19.91755,פישפעק,"Püspöki, Gyöngyös, Hungary",,HU-00539,,,,,
"Püspöki, Gyöngyös, Hungary",47.7756699,19.91755,פישפעקי,"Püspöki, Gyöngyös, Hungary",,HU-00539,,,,,
"Kétegyháza, Hungary",46.5417887,21.1810736,קעטעדיהאזא,"Kétegyháza, Hungary",,HU-00540,,,,,
"Folyás, Hungary",47.8086696,21.1371809,פאליאש,"Folyás, Hungary",,HU-00541,,,,,
"Szápár, Hungary",47.3179688,18.0377135,סאפאר,"Szápár, Hungary",,HU-00542,,,,,
"Vadkert, Sárvár, Hungary",47.2465665,16.9482362,וואדקערט,"Vadkert, Sárvár, Hungary",,HU-00543,,,,,
"Hejőbába, Hungary",47.9059201,20.9452436,ה' באבא,"Hejőbába, Hungary",,HU-00544,,,,,
"Hejőbába, Hungary",47.9059201,20.9452436,העבאבא,"Hejőbába, Hungary",,HU-00544,,,,,
"Hejőbába, Hungary",47.9059201,20.9452436,העיעבאבא,"Hejőbába, Hungary",,HU-00544,,,,,
"Szirmabesenyő, Hungary",48.1509585,20.7957903,ס' בעשעניא,"Szirmabesenyő, Hungary",,HU-00545,,,,,
"Szirmabesenyő, Hungary",48.1509585,20.7957903,סירמאבעשעניע,"Szirmabesenyő, Hungary",,HU-00545,,,,,
"Bajót, Hungary",47.728367,18.5603746,באיאט,"Bajót, Hungary",,HU-00546,,,,,
"Nagymaros, Hungary",47.7880379,18.9541462,נ’ מאראש,"Nagymaros, Hungary",,HU-00547,,,,,
"Nagymaros, Hungary",47.7880379,18.9541462,נאדימאראש,"Nagymaros, Hungary",,HU-00547,,,,,
"Kocsord, Hungary",47.9412147,22.3828748,קאטשארד,"Kocsord, Hungary",,HU-00548,,,,,
"Alacska, Hungary",48.2157484,20.6502945,אלאטשקא,"Alacska, Hungary",,HU-00549,,,,,
"Laskod, Hungary",48.05552,22.04147,לאשקאד,"Laskod, Hungary",,HU-00550,,,,,
"Laskod, Hungary",48.05552,22.04147,לאשקט,"Laskod, Hungary",,HU-00550,,,,,
"Tiszaadony, Hungary",48.2245634,22.2927152,אדאן,"Tiszaadony, Hungary",,HU-00551,,,,,
"Tiszaadony, Hungary",48.2245634,22.2927152,ט' אדאן,"Tiszaadony, Hungary",,HU-00551,,,,,
"Tiszaadony, Hungary",48.2245634,22.2927152,ט' אדאני,"Tiszaadony, Hungary",,HU-00551,,,,,
"Tiszaadony, Hungary",48.2245634,22.2927152,טיסאאדאן,"Tiszaadony, Hungary",,HU-00551,,,,,
"Tiszaadony, Hungary",48.2245634,22.2927152,טיסאאדאני,"Tiszaadony, Hungary",,HU-00551,,,,,
"Hegymeg, Hungary",48.3314259,20.8614048,העדימעג,"Hegymeg, Hungary",,HU-00552,,,,,
"Kisszekeres, Hungary",47.9732254,22.6359328,קישסעקערעש,"Kisszekeres, Hungary",,HU-00553,,,,,
"Oszlár, Hungary",47.8740321,21.0332202,אסלאר,"Oszlár, Hungary",,HU-00554,,,,,
"Oszlár, Hungary",47.8740321,21.0332202,עסלאר,"Oszlár, Hungary",,HU-00554,,,,,
"Bezenye, Hungary",47.96098,17.21621,בעזא,"Bezenye, Hungary",,HU-00555,,,,,
"Bezenye, Hungary",47.96098,17.21621,בעזע,"Bezenye, Hungary",,HU-00555,,,,,
"Nyírderzs, Hungary",47.89827,22.16042,דערז,"Nyírderzs, Hungary","Nyírderzs , Derzs",HU-00556,,,,,
"Nyírderzs, Hungary",47.89827,22.16042,דערש,"Nyírderzs, Hungary","Nyírderzs , Derzs",HU-00556,,,,,
"Sajólád, Hungary",48.0402765,20.9024513,שאיאלאד,"Sajólád, Hungary",,HU-00557,,,,,
"Csót, Hungary",47.3613819,17.6060908,טשאט,"Csót, Hungary",,HU-00558,,,,,
"Egregy, Hévíz, Hungary",46.8052204,17.190333,עגרעד,"Egregy, Hévíz, Hungary",,HU-00559,,,,,
"Egregy, Hévíz, Hungary",46.8052204,17.190333,עגרעדי,"Egregy, Hévíz, Hungary",,HU-00559,,,,,
"Bük, Hungary",47.383876,16.7616288,ביק,"Bük, Hungary",,HU-00560,,,,,
"Bátya, Hungary",46.4891741,18.9579127,באטיא,"Bátya, Hungary",,HU-00561,,,,,
"Kenderes, Hungary",47.2487544,20.6726977,קענדערעש,"Kenderes, Hungary",,HU-00562,,,,,
"Tunyogmatolcs, Hungary",47.971572,22.453838,טוניאג,"Tunyogmatolcs, Hungary",,HU-00563,,,,,
"Tunyogmatolcs, Hungary",47.971572,22.453838,טוניאק',"Tunyogmatolcs, Hungary",,HU-00563,,,,,
"Tunyogmatolcs, Hungary",47.971572,22.453838,מאטאטש,"Tunyogmatolcs, Hungary",,HU-00563,,,,,
"Csitár, Hungary",48.0545783,19.427874,טשיטאר,"Csitár, Hungary",,HU-00564,,,,,
"Nova, Hungary",46.6853485,16.6788234,נאווא,"Nova, Hungary",,HU-00565,,,,,
"Hévíz, Hungary",46.7902864,17.1866936,העוויז,"Hévíz, Hungary",,HU-00566,,,,,
"Bábolna, Hungary",47.6412136,17.9787811,באבאלנע,"Bábolna, Hungary",,HU-00567,,,,,
"Karácsond, Hungary",47.7282318,20.0282488,קאראטשאנד,"Karácsond, Hungary",,HU-00568,,,,,
"Zsáka, Hungary",47.1340418,21.4307824,זשאקע,"Zsáka, Hungary",,HU-00569,,,,,
"Onga, Hungary",48.11899,20.90735,אונגא,"Onga, Hungary",,HU-00570,,,,,
"Onga, Hungary",48.11899,20.90735,אנגע,"Onga, Hungary",,HU-00570,,,,,
"Kunszentmiklós, Hungary",47.0244473,19.1235997,קונסענטמיקלאש,"Kunszentmiklós, Hungary",,HU-00571,,,,,
"Rákoskeresztúr, Budapest, Hungary",47.4754451,19.2614256,ראקאשקערעסטור,"Rákoskeresztúr, Budapest, Hungary",,HU-00572,,,,,
"Nagyar, Hungary",48.0573077,22.55463,נ’ אר,"Nagyar, Hungary",,HU-00573,,,,,
"Nagyar, Hungary",48.0573077,22.55463,נאדיאר,"Nagyar, Hungary",,HU-00573,,,,,
"Szentmártonkáta, Hungary",47.44525,19.6907916,מארטינקאט,"Szentmártonkáta, Hungary",,HU-00574,,,,,
"Szentmártonkáta, Hungary",47.44525,19.6907916,סענטמארטאנקאטע,"Szentmártonkáta, Hungary",,HU-00574,,,,,
"Andornak, Andornaktálya, Hungary",47.8401854,20.4149733,אנדארנאק,"Andornak, Andornaktálya, Hungary",,HU-00575,,,,,
"Hejőpapi, Hungary",47.8972354,20.9054713,ה' פאפי,"Hejőpapi, Hungary",,HU-00576,,,,,
"Hejőpapi, Hungary",47.8972354,20.9054713,העיעפאפי,"Hejőpapi, Hungary",,HU-00576,,,,,
"Körösladány, Hungary",46.9607513,21.0767574,קערעשלאדאני,"Körösladány, Hungary",,HU-00578,,,,,
"Nemesbikk, Hungary",47.8876867,20.9661155,נ' ביק,"Nemesbikk, Hungary",,HU-00579,,,,,
"Nemesbikk, Hungary",47.8876867,20.9661155,נעמעשביק,"Nemesbikk, Hungary",,HU-00579,,,,,
"Réde, Hungary",47.429874,17.9161858,רעדע,"Réde, Hungary",,HU-00580,,,,,
"Királd, Bekételep, Hungary",48.2393694,20.3764361,קיראלד,"Királd, Bekételep, Hungary",,HU-00581,,,,,
"Szegilong, Hungary",48.2162488,21.3965639,סעגילאנג,"Szegilong, Hungary",,HU-00582,,,,,
"Balsa, Hungary",48.1729,21.53364,באלשא,"Balsa, Hungary",,HU-00583,,,,,
"Balsa, Hungary",48.1729,21.53364,באלשע,"Balsa, Hungary",,HU-00583,,,,,
"Legyesbénye, Hungary",48.1564545,21.1530692,בעניא,"Legyesbénye, Hungary",,HU-00584,,,,,
"Legyesbénye, Hungary",48.1564545,21.1530692,בעניע,"Legyesbénye, Hungary",,HU-00584,,,,,
"Legyesbénye, Hungary",48.1564545,21.1530692,לעדיעשבעניע,"Legyesbénye, Hungary",,HU-00584,,,,,
"Istenmezeje, Mezejefalva, Hungary",48.0845673,20.0515347,אישטענמעזעי,"Istenmezeje, Mezejefalva, Hungary",,HU-00585,,,,,
"Kistokaj, Hungary",48.0397115,20.8410079,קישטאקיי,"Kistokaj, Hungary",,HU-00586,,,,,
"Szuha, Hungary",47.9729422,19.9170076,"פ""ת סוהא","Szuha, Hungary",,HU-00587,,,,,
"Szentlászló, Hungary",46.1540417,17.8331512,סענטלאסלא,"Szentlászló, Hungary",,HU-00588,,,,,
"Berkesz, Hungary",48.0949733,21.9766822,בערקיס,"Berkesz, Hungary",,HU-00589,,,,,
"Berkesz, Hungary",48.0949733,21.9766822,בערקען,"Berkesz, Hungary",,HU-00589,,,,,
"Berkesz, Hungary",48.0949733,21.9766822,בערקעס,"Berkesz, Hungary",,HU-00589,,,,,
"Kimle, Hungary",47.8172115,17.3676625,קימלע,"Kimle, Hungary",,HU-00590,,,,,
"Mezőlak, Hungary",47.3297839,17.3712496,מ’ לאק,"Mezőlak, Hungary",,HU-00591,,,,,
"Mezőlak, Hungary",47.3297839,17.3712496,מעזעלאק,"Mezőlak, Hungary",,HU-00591,,,,,
"Piliscsaba, Klotildliget, Hungary",47.6356691,18.8335907,פילישטשאבע,"Piliscsaba, Klotildliget, Hungary",,HU-00592,,,,,
"Noszlop, Hungary",47.176802,17.4577169,נאסלאפ,"Noszlop, Hungary",,HU-00593,,,,,
"Noszlop, Hungary",47.176802,17.4577169,נאסלאפה,"Noszlop, Hungary",,HU-00593,,,,,
"Balatonkiliti, Siofok, Hungary",46.88263,18.07012,ש' קיליטי,"Balatonkiliti, Siofok, Hungary",,HU-00594,,,,,
"Balatonkiliti, Siofok, Hungary",46.88263,18.07012,שאמאדיקיליטי,"Balatonkiliti, Siofok, Hungary",,HU-00594,,,,,
"Paszab, Hungary (Beel-Paszab)",48.1474,21.66604,ביהל,"Paszab, Hungary (Beel-Paszab)",,HU-00595,,,,,
"Paszab, Hungary (Beel-Paszab)",48.1474,21.66604,ביל,"Paszab, Hungary (Beel-Paszab)",,HU-00595,,,,,
"Domoszló, Hungary",47.8288666,20.1172988,דאמאסלא,"Domoszló, Hungary",,HU-00596,,,,,
"Taszár, Hungary",46.3738256,17.9054373,טאסאר,"Taszár, Hungary",,HU-00597,,,,,
"Márokpapi, Hungary",48.1461,22.50835,מאריק,"Márokpapi, Hungary",,HU-00598,,,,,
"Mezőnagymihály, Hungary",47.8062776,20.7308177,מ’ נאדימיהאלי,"Mezőnagymihály, Hungary",,HU-00599,,,,,
