English Name,Latitude,Longitude,Hebrew Name,English Name,Alt English Names,UID,,,,,
MapsTooltip - Hidden - StringFilter,MapsLat - Hidden - NoFilter,MapsLong - Hidden - NoFilter,StringFilter,StringFilter,StringFilter,CSVFilter,CategoryFilter,CategoryFilter,CategoryFilter,CategoryFilter,CategoryFilter
Rawa Mazowiecka,51.76623,20.25623,ראווע-מאז. ,Rawa Mazowiecka,"Rawa Mazowiecka , Rava Mazovietzk , Rava Mazovyetska , Rawa, Rava",PL-00332,,,,,
"Russocice, Poland",52.1122418,18.4800277,וושטשץ,"Russocice, Poland","Russocice , Władysławów-Russocice, Vladislavov Rusochitza, Władysławów",PL-00333,,,,,
"Russocice, Poland",52.1,18.48333333,ולדויסלאבוב רוססוצ'יצה,"Russocice, Poland","Russocice , Władysławów-Russocice, Vladislavov Rusochitza, Władysławów",PL-00333,,,,,
"Russocice, Poland",52.1122418,18.4800277,רוסישיץ,"Russocice, Poland","Russocice , Władysławów-Russocice, Vladislavov Rusochitza, Władysławów",PL-00333,,,,,
"Russocice, Poland",52.1122418,18.4800277,רוסעשיטץ,"Russocice, Poland","Russocice , Władysławów-Russocice, Vladislavov Rusochitza, Władysławów",PL-00333,,,,,
"Russocice, Poland",52.1122418,18.4800277,רוסשיץ,"Russocice, Poland","Russocice , Władysławów-Russocice, Vladislavov Rusochitza, Władysławów",PL-00333,,,,,
"Russocice, Poland",52.1122418,18.4800277,ריסישיץ,"Russocice, Poland","Russocice , Władysławów-Russocice, Vladislavov Rusochitza, Władysławów",PL-00333,,,,,
"Russocice, Poland",52.1122418,18.4800277,ריסשיץ,"Russocice, Poland","Russocice , Władysławów-Russocice, Vladislavov Rusochitza, Władysławów",PL-00333,,,,,
Raciąż,52.7815,20.11774,ראטשאנז,Raciąż,"Raciąż , Ratziondzh , Rachienzh , Racionz, Racionzh, Rotshonz",PL-00334,,,,,
"Raciąż, Poland",52.78333333,20.11666667,ראטשוינדז,"Raciąż, Poland","Raciąż , Ratziondzh , Rachienzh , Racionz, Racionzh, Rotshonz",PL-00334,,,,,
Raciąż,52.7815,20.11774,ראטשוינז,Raciąż,"Raciąż , Ratziondzh , Rachienzh , Racionz, Racionzh, Rotshonz",PL-00334,,,,,
Raciąż,52.7815,20.11774,ראטשונז,Raciąż,"Raciąż , Ratziondzh , Rachienzh , Racionz, Racionzh, Rotshonz",PL-00334,,,,,
Raciąż,52.7815,20.11774,ראציונז,Raciąż,"Raciąż , Ratziondzh , Rachienzh , Racionz, Racionzh, Rotshonz",PL-00334,,,,,
Raciąż,52.7815,20.11774,ריטשוינז,Raciąż,"Raciąż , Ratziondzh , Rachienzh , Racionz, Racionzh, Rotshonz",PL-00334,,,,,
Raciąż,52.7815,20.11774,ריצונז,Raciąż,"Raciąż , Ratziondzh , Rachienzh , Racionz, Racionzh, Rotshonz",PL-00334,,,,,
"Raciąż, Poland",52.78333333,20.11666667,רעטשוינדז,"Raciąż, Poland","Raciąż , Ratziondzh , Rachienzh , Racionz, Racionzh, Rotshonz",PL-00334,,,,,
"Raciąż, Poland",52.78333333,20.11666667,רציונז,"Raciąż, Poland","Raciąż , Ratziondzh , Rachienzh , Racionz, Racionzh, Rotshonz",PL-00334,,,,,
Koniecpol,50.77414,19.68924,קאניעצפאל,Koniecpol,"Koniecpol , Konietzpol , Konyetspol' , Sadeh Chadash ",PL-00335,,,,,
"Koniecpol, Poland",50.78333333,19.68333333,קונייצפול,"Koniecpol, Poland","Koniecpol , Konietzpol , Konyetspol' , Sadeh Chadash ",PL-00335,,,,,
Koniecpol,50.77414,19.68924,שדה חדש,Koniecpol,"Koniecpol , Konietzpol , Konyetspol' , Sadeh Chadash ",PL-00335,,,,,
Szydłowiec,51.2279908,20.8611466,שידלאווצי,Szydłowiec,"Szydłowiec , Zhidlovetza , Shidlovets , Shödleuweiß , Schydlowiecz, Shidlovits, Shidlovetz, Shidlovetse, Shidlovtza, Shidlovyets",PL-00336,,,,,
Szydłowiec,51.2279908,20.8611466,שידלאווצע,Szydłowiec,"Szydłowiec , Zhidlovetza , Shidlovets , Shödleuweiß , Schydlowiecz, Shidlovits, Shidlovetz, Shidlovetse, Shidlovtza, Shidlovyets",PL-00336,,,,,
"Szmulowizna, Warsaw, Poland",52.2587058,21.0545249,שמאליוויזנע,"Szmulowizna, Warsaw, Poland",,PL-00337,,,,,
"Szmulowizna, Warsaw, Poland",52.2587058,21.0545249,שמאלעוויזנא,"Szmulowizna, Warsaw, Poland",,PL-00337,,,,,
"Szmulowizna, Warsaw, Poland",52.2587058,21.0545249,שמילעוויזנע,"Szmulowizna, Warsaw, Poland",,PL-00337,,,,,
"Szczebrzeszyn, Poland",50.6951326,22.980033,שאבעשין,"Szczebrzeszyn, Poland","Szczebrzeszyn , Shebreshin , Shchebreshin , Shevershin, Szebrzeszyn, Shabeshin",PL-00338,,,,,
"Szczebrzeszyn, Poland",50.6951326,22.980033,שעבארשין,"Szczebrzeszyn, Poland","Szczebrzeszyn , Shebreshin , Shchebreshin , Shevershin, Szebrzeszyn, Shabeshin",PL-00338,,,,,
"Szczebrzeszyn, Poland",50.6951326,22.980033,שעבערשין,"Szczebrzeszyn, Poland","Szczebrzeszyn , Shebreshin , Shchebreshin , Shevershin, Szebrzeszyn, Shabeshin",PL-00338,,,,,
"Szczebrzeszyn, Poland",50.6951326,22.980033,שעברישין,"Szczebrzeszyn, Poland","Szczebrzeszyn , Shebreshin , Shchebreshin , Shevershin, Szebrzeszyn, Shabeshin",PL-00338,,,,,
"Szczebrzeszyn, Poland",50.6951326,22.980033,שעברעשין,"Szczebrzeszyn, Poland","Szczebrzeszyn , Shebreshin , Shchebreshin , Shevershin, Szebrzeszyn, Shabeshin",PL-00338,,,,,
"Szczebrzeszyn, Poland",50.6951326,22.980033,שעברשין,"Szczebrzeszyn, Poland","Szczebrzeszyn , Shebreshin , Shchebreshin , Shevershin, Szebrzeszyn, Shabeshin",PL-00338,,,,,
"Szczuczyn, Poland",53.5630405,22.2855473,סטוטשין,"Szczuczyn, Poland","Szczuczyn , Shtutzin , Shchuchin , Szczuczyn Białostocki, Szczuczyn (Białystok), Szczuczyn Mazowiecki",PL-00339,,,,,
"Szczuczyn, Poland",53.5630405,22.2855473,שצוצין,"Szczuczyn, Poland","Szczuczyn , Shtutzin , Shchuchin , Szczuczyn Białostocki, Szczuczyn (Białystok), Szczuczyn Mazowiecki",PL-00339,,,,,
"Wyszków, Poland",52.5928523,21.458395,ווישקאווא,"Wyszków, Poland","Wyszków , Vishkov , Vyshkov , Vishkeve, Viszkuv",PL-00340,,,,,
"Wyszków, Poland",52.5928523,21.458395,ווישקאווי,"Wyszków, Poland","Wyszków , Vishkov , Vyshkov , Vishkeve, Viszkuv",PL-00340,,,,,
"Wyszków, Poland",52.5928523,21.458395,ווישקאיוא,"Wyszków, Poland","Wyszków , Vishkov , Vyshkov , Vishkeve, Viszkuv",PL-00340,,,,,
"Wyszków, Poland",52.5928523,21.458395,ווישקוב,"Wyszków, Poland","Wyszków , Vishkov , Vyshkov , Vishkeve, Viszkuv",PL-00340,,,,,
"Wyszków, Poland",52.5928523,21.458395,ווישקעווע,"Wyszków, Poland","Wyszków , Vishkov , Vyshkov , Vishkeve, Viszkuv",PL-00340,,,,,
"Wyszków, Poland",52.5928523,21.458395,וישקוב,"Wyszków, Poland","Wyszków , Vishkov , Vyshkov , Vishkeve, Viszkuv",PL-00340,,,,,
"Czerwin, Poland",52.9508058,21.7579776,טשערבין,"Czerwin, Poland","Czerwin , Chervin , Czervin, Czerbin",PL-00341,,,,,
"Czerwin, Poland",52.9508058,21.7579776,טשערווין,"Czerwin, Poland","Czerwin , Chervin , Czervin, Czerbin",PL-00341,,,,,
"Czerwin, Poland",52.9508058,21.7579776,צ'ארוין,"Czerwin, Poland","Czerwin , Chervin , Czervin, Czerbin",PL-00341,,,,,
Klimontów,50.6567655,21.4510357,קלימיני טעוו,Klimontów,"Klimontów , Klementov , Klimontuv , Klimentov, Klimentow",PL-00343,,,,,
Klimontów,50.6567655,21.4510357,קלימנטוב,Klimontów,"Klimontów , Klementov , Klimontuv , Klimentov, Klimentow",PL-00343,,,,,
Klimontów,50.6567655,21.4510357,קלימענטאוו,Klimontów,"Klimontów , Klementov , Klimontuv , Klimentov, Klimentow",PL-00343,,,,,
Klimontów,50.6567655,21.4510357,קלימענטוב,Klimontów,"Klimontów , Klementov , Klimontuv , Klimentov, Klimentow",PL-00343,,,,,
"Klimontów, Poland",50.66666667,21.45,קלעמענטאוו,"Klimontów, Poland","Klimontów , Klementov , Klimontuv , Klimentov, Klimentow",PL-00343,,,,,
Klimontów,50.6567655,21.4510357,קלעמענטוב אהל אבות,Klimontów,"Klimontów , Klementov , Klimontuv , Klimentov, Klimentow",PL-00343,,,,,
Nowe Miasto,52.6564646,20.628406,"נ""ש",Nowe Miasto,"Nowe Miasto , Ir Chadash , Neishtat , Nove-Myasto , Novi Miasto, Neustadt, Nowe Miasto K. Płońska, Nowe Miasto nad Soną",PL-00344,,,,,
Nowe Miasto,52.6564646,20.628406,נאשטאדט,Nowe Miasto,"Nowe Miasto , Ir Chadash , Neishtat , Nove-Myasto , Novi Miasto, Neustadt, Nowe Miasto K. Płońska, Nowe Miasto nad Soną",PL-00344,,,,,
"Nowe Miasto, Poland",52.6564646,20.628406,נובה מיאסטו על הסונה,"Nowe Miasto, Poland","Nowe Miasto , Ir Chadash , Neishtat , Nove-Myasto , Novi Miasto, Neustadt, Nowe Miasto K. Płońska, Nowe Miasto nad Soną",PL-00344,,,,,
Nowe Miasto,52.6564646,20.628406,נייא שטאט,Nowe Miasto,"Nowe Miasto , Ir Chadash , Neishtat , Nove-Myasto , Novi Miasto, Neustadt, Nowe Miasto K. Płońska, Nowe Miasto nad Soną",PL-00344,,,,,
Nowe Miasto,52.6564646,20.628406,ניישטאדט,Nowe Miasto,"Nowe Miasto , Ir Chadash , Neishtat , Nove-Myasto , Novi Miasto, Neustadt, Nowe Miasto K. Płońska, Nowe Miasto nad Soną",PL-00344,,,,,
Nowe Miasto,52.6564646,20.628406,ניישטאט,Nowe Miasto,"Nowe Miasto , Ir Chadash , Neishtat , Nove-Myasto , Novi Miasto, Neustadt, Nowe Miasto K. Płońska, Nowe Miasto nad Soną",PL-00344,,,,,
Nowe Miasto,52.6564646,20.628406,ניישטאט,Nowe Miasto,"Nowe Miasto , Ir Chadash , Neishtat , Nove-Myasto , Novi Miasto, Neustadt, Nowe Miasto K. Płońska, Nowe Miasto nad Soną",PL-00344,,,,,
Nowe Miasto,52.6564646,20.628406,עיר חדש,Nowe Miasto,"Nowe Miasto , Ir Chadash , Neishtat , Nove-Myasto , Novi Miasto, Neustadt, Nowe Miasto K. Płońska, Nowe Miasto nad Soną",PL-00344,,,,,
Nowe Miasto,52.6564646,20.628406,עיר חדשה,Nowe Miasto,"Nowe Miasto , Ir Chadash , Neishtat , Nove-Myasto , Novi Miasto, Neustadt, Nowe Miasto K. Płońska, Nowe Miasto nad Soną",PL-00344,,,,,
Kolno,53.4077753,21.9326485,קאלגע,Kolno,"Kolno , Kolna , Kol'no , Kolne",PL-00345,,,,,
Kolno,53.4077753,21.9326485,קאלנא,Kolno,"Kolno , Kolna , Kol'no , Kolne",PL-00345,,,,,
"Kolno, Poland",53.4077753,21.9326485,קאלנע,"Kolno, Poland","Kolno , Kolna , Kol'no , Kolne",PL-00345,,,,,
"Kolno, Poland",53.41666667,21.93333333,קולנה,"Kolno, Poland","Kolno , Kolna , Kol'no , Kolne",PL-00345,,,,,
"Sidra, Poland",53.5519734,23.4487883,סידרא,"Sidra, Poland","Sidra , Shidra, Sidre",PL-00349,,,,,
"Sidra, Poland",53.5519734,23.4487883,סידרה,"Sidra, Poland","Sidra , Shidra, Sidre",PL-00349,,,,,
"Sidra, Poland",53.5519734,23.4487883,סידרע,"Sidra, Poland","Sidra , Shidra, Sidre",PL-00349,,,,,
"Siemiatycze, Poland",52.42732,22.86373,סיימאטיץ,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,סימיאטיץ,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,סימיאטיץ',"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,סימייאטיטץ,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,סימייאטיטש,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,סימייאטיש,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,סימייאטש,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,סימייאיטש,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,סמיאטיץ,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,סמיאטיש,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,סמיאטץ,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,סעמיאטיטש,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,סעמיאטיטש,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,סעמיאטיץ,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,סעמיאטעץ,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,סעמיאטשיץ,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,סעמייאטיטש,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,סעמייאטיץ,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,סעמייאטש,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,סעמייעיטץ,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,שימייאטיץ,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,שעמייא טיטץ,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,שעמייאטיץ,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Siemiatycze, Poland",52.42732,22.86373,שעמייטיץ,"Siemiatycze, Poland","Siemiatycze , Semyatitche , Semiatyche , Semyatitcha, Semyatichi, Semyatitsh, Semyatich",PL-00351,,,,,
"Czyżew-Osada, Poland",52.7975103,22.312295,טשיזעוו,"Czyżew-Osada, Poland","Czyżew-Osada , Czyżewo , Chizeva , Chizhev-Osada , Czyżew, Chizheva, Chizhevo, Tshizsheve, Tshizheva, Tzizhav",PL-00352,,,,,
"Czyżew-Osada, Poland",52.7975103,22.312295,טשיזעווע,"Czyżew-Osada, Poland","Czyżew-Osada , Czyżewo , Chizeva , Chizhev-Osada , Czyżew, Chizheva, Chizhevo, Tshizsheve, Tshizheva, Tzizhav",PL-00352,,,,,
"Czyżew-Osada, Poland",52.7975103,22.312295,טשיזעוועה,"Czyżew-Osada, Poland","Czyżew-Osada , Czyżewo , Chizeva , Chizhev-Osada , Czyżew, Chizheva, Chizhevo, Tshizsheve, Tshizheva, Tzizhav",PL-00352,,,,,
"Czyżew-Osada, Poland",52.7975103,22.312295,טשיזשעווע,"Czyżew-Osada, Poland","Czyżew-Osada , Czyżewo , Chizeva , Chizhev-Osada , Czyżew, Chizheva, Chizhevo, Tshizsheve, Tshizheva, Tzizhav",PL-00352,,,,,
"Czyżew-Osada, Poland",52.7975103,22.312295,ציזיווע,"Czyżew-Osada, Poland","Czyżew-Osada , Czyżewo , Chizeva , Chizhev-Osada , Czyżew, Chizheva, Chizhevo, Tshizsheve, Tshizheva, Tzizhav",PL-00352,,,,,
"Czyżew-Osada, Poland",52.7975103,22.312295,ציזעווע,"Czyżew-Osada, Poland","Czyżew-Osada , Czyżewo , Chizeva , Chizhev-Osada , Czyżew, Chizheva, Chizhevo, Tshizsheve, Tshizheva, Tzizhav",PL-00352,,,,,
Trzcianne,53.3437416,22.6815862,טרעסטינא,Trzcianne,"Trzcianne , Trestiny , Tshchanne , Tžcianai , Trzcianny, Trestina, Trostiany, Tshchiana",PL-00353,,,,,
"Trzcianne, Poland",53.33333333,22.68333333,טרעסטיני,"Trzcianne, Poland","Trzcianne , Trestiny , Tshchanne , Tžcianai , Trzcianny, Trestina, Trostiany, Tshchiana",PL-00353,,,,,
Trzcianne,53.3437416,22.6815862,טרעסטינע,Trzcianne,"Trzcianne , Trestiny , Tshchanne , Tžcianai , Trzcianny, Trestina, Trostiany, Tshchiana",PL-00353,,,,,
Trzcianne,53.3437416,22.6815862,טרעסטענע,Trzcianne,"Trzcianne , Trestiny , Tshchanne , Tžcianai , Trzcianny, Trestina, Trostiany, Tshchiana",PL-00353,,,,,
"Horodyszcze, Biała Podlaska County, Poland",51.7549681,23.1848253,האראדישטש,"Horodyszcze, Biała Podlaska County, Poland",,PL-00354,,,,,
"Horodyszcze, Biała Podlaska County, Poland",51.7549681,23.1848253,האראדישץ,"Horodyszcze, Biała Podlaska County, Poland",,PL-00354,,,,,
Łapy,52.9912947,22.8843128,לאפי,Łapy,"Łapy , Lapy ",PL-00355,,,,,
Łapy,52.9912947,22.8843128,לאפי,Łapy,"Łapy , Lapy ",PL-00355,,,,,
Łapy,52.9912947,22.8843128,לאפיס,Łapy,"Łapy , Lapy ",PL-00355,,,,,
Łapy,52.9912947,22.8843128,לאפעס,Łapy,"Łapy , Lapy ",PL-00355,,,,,
Rudka,52.7246127,22.7269859,רודקא,Rudka,,PL-00356,,,,,
"Stary Sącz, Poland",49.564452,20.6327686,אלט סאנדז,"Stary Sącz, Poland","Stary Sącz , Alt-Sanz , Altsandez , Tzantz Yashan , Ószandec , Stary Soncz, Stari Sonča, Alt-Sandz",PL-00357,,,,,
"Stary Sącz, Poland",49.564452,20.6327686,אלטסאנדז,"Stary Sącz, Poland","Stary Sącz , Alt-Sanz , Altsandez , Tzantz Yashan , Ószandec , Stary Soncz, Stari Sonča, Alt-Sandz",PL-00357,,,,,
"Stary Sącz, Poland",49.564452,20.6327686,"סאנדז, אלט","Stary Sącz, Poland","Stary Sącz , Alt-Sanz , Altsandez , Tzantz Yashan , Ószandec , Stary Soncz, Stari Sonča, Alt-Sandz",PL-00357,,,,,
"Stary Sącz, Poland",49.564452,20.6327686,סטארי סונץ,"Stary Sącz, Poland","Stary Sącz , Alt-Sanz , Altsandez , Tzantz Yashan , Ószandec , Stary Soncz, Stari Sonča, Alt-Sandz",PL-00357,,,,,
"Stary Sącz, Poland",49.564452,20.6327686,צאנז ישן,"Stary Sącz, Poland","Stary Sącz , Alt-Sanz , Altsandez , Tzantz Yashan , Ószandec , Stary Soncz, Stari Sonča, Alt-Sandz",PL-00357,,,,,
"Stary Sącz, Poland",49.564452,20.6327686,צנז ישן,"Stary Sącz, Poland","Stary Sącz , Alt-Sanz , Altsandez , Tzantz Yashan , Ószandec , Stary Soncz, Stari Sonča, Alt-Sandz",PL-00357,,,,,
"Nowy Targ, Poland",49.4774647,20.032096,ניימארק,"Nowy Targ, Poland","Nowy Targ , Neumarkt am Dohnst , Nový Targ , Neimarkt , Neumarkt, Novi-Targ, Noymark",PL-00358,,,,,
"Nowy Targ, Poland",49.4774647,20.032096,ניימארק במדינת גאליציען,"Nowy Targ, Poland","Nowy Targ , Neumarkt am Dohnst , Nový Targ , Neimarkt , Neumarkt, Novi-Targ, Noymark",PL-00358,,,,,
"Nowy Targ, Poland",49.4774647,20.032096,ניימארקט,"Nowy Targ, Poland","Nowy Targ , Neumarkt am Dohnst , Nový Targ , Neimarkt , Neumarkt, Novi-Targ, Noymark",PL-00358,,,,,
"Nowy Targ, Poland",49.4774647,20.032096,ניימערק,"Nowy Targ, Poland","Nowy Targ , Neumarkt am Dohnst , Nový Targ , Neimarkt , Neumarkt, Novi-Targ, Noymark",PL-00358,,,,,
"Sędziszów Małopolski, Poland",50.06666667,21.7,סאנדזישוב,"Sędziszów Małopolski, Poland","Sędziszów Małopolski , Sendeshov , Sędziszów, Sęziszów, Sendishev, Sendziszov, Shendeshov",PL-00358,,,,,
"Sędziszów Małopolski, Poland",50.07097,21.70191,שענדישאב,"Sędziszów Małopolski, Poland","Sędziszów Małopolski , Sendeshov , Sędziszów, Sęziszów, Sendishev, Sendziszov, Shendeshov",PL-00358,,,,,
"Sędziszów Małopolski, Poland",50.07097,21.70191,שענדישוב,"Sędziszów Małopolski, Poland","Sędziszów Małopolski , Sendeshov , Sędziszów, Sęziszów, Sendishev, Sendziszov, Shendeshov",PL-00358,,,,,
"Sędziszów Małopolski, Poland",50.07097,21.70191,שענדישיב,"Sędziszów Małopolski, Poland","Sędziszów Małopolski , Sendeshov , Sędziszów, Sęziszów, Sendishev, Sendziszov, Shendeshov",PL-00358,,,,,
"Sędziszów Małopolski, Poland",50.06666667,21.7,שענדישעוו,"Sędziszów Małopolski, Poland","Sędziszów Małopolski , Sendeshov , Sędziszów, Sęziszów, Sendishev, Sendziszov, Shendeshov",PL-00358,,,,,
"Sędziszów Małopolski, Poland",50.07097,21.70191,שענדשיב,"Sędziszów Małopolski, Poland","Sędziszów Małopolski , Sendeshov , Sędziszów, Sęziszów, Sendishev, Sendziszov, Shendeshov",PL-00358,,,,,
"Wielkie Oczy, Poland",50.0235198,23.1640425,ווילקאטש,"Wielkie Oczy, Poland","Wielkie Oczy , Vilkatch , Velyki Ochi , Vilkatchi, Vilkoch",PL-00359,,,,,
"Wielkie Oczy, Poland",50.0235198,23.1640425,וויעליקאטש,"Wielkie Oczy, Poland","Wielkie Oczy , Vilkatch , Velyki Ochi , Vilkatchi, Vilkoch",PL-00359,,,,,
"Wielkie Oczy, Poland",50.0235198,23.1640425,וויעלקאוץ,"Wielkie Oczy, Poland","Wielkie Oczy , Vilkatch , Velyki Ochi , Vilkatchi, Vilkoch",PL-00359,,,,,
"Wielkie Oczy, Poland",50.0235198,23.1640425,וויעלקאטש,"Wielkie Oczy, Poland","Wielkie Oczy , Vilkatch , Velyki Ochi , Vilkatchi, Vilkoch",PL-00359,,,,,
"Wielkie Oczy, Poland",50.01666667,23.15,ויילקה אוצ'י,"Wielkie Oczy, Poland","Wielkie Oczy , Vilkatch , Velyki Ochi , Vilkatchi, Vilkoch",PL-00359,,,,,
Bielsko-Biała,49.8223768,19.0583845,ביאלא,Bielsko-Biała,"Bielsko-Biała , Biala-Beilitz , Bielitz-Biala , Bílsko a-Bìlá , Biała, Byala, Biala Bielsko, Biala Bilits, Biała Krakowska, Bielsko, Byelsko, Bielitz, Bilitz, Byelits Byala, Byelsko Biala",PL-00360,,,,,
Bielsko-Biała,49.8223768,19.0583845,ביאלא ביליטץ,Bielsko-Biała,"Bielsko-Biała , Biala-Beilitz , Bielitz-Biala , Bílsko a-Bìlá , Biała, Byala, Biala Bielsko, Biala Bilits, Biała Krakowska, Bielsko, Byelsko, Bielitz, Bilitz, Byelits Byala, Byelsko Biala",PL-00360,,,,,
Bielsko-Biała,49.8223768,19.0583845,ביאלע ביליץ,Bielsko-Biała,"Bielsko-Biała , Biala-Beilitz , Bielitz-Biala , Bílsko a-Bìlá , Biała, Byala, Biala Bielsko, Biala Bilits, Biała Krakowska, Bielsko, Byelsko, Bielitz, Bilitz, Byelits Byala, Byelsko Biala",PL-00360,,,,,
Bielsko-Biała,49.8223768,19.0583845,ביליטץ,Bielsko-Biała,"Bielsko-Biała , Biala-Beilitz , Bielitz-Biala , Bílsko a-Bìlá , Biała, Byala, Biala Bielsko, Biala Bilits, Biała Krakowska, Bielsko, Byelsko, Bielitz, Bilitz, Byelits Byala, Byelsko Biala",PL-00360,,,,,
Bielsko-Biała,49.8223768,19.0583845,ביליטץ ביאלע,Bielsko-Biała,"Bielsko-Biała , Biala-Beilitz , Bielitz-Biala , Bílsko a-Bìlá , Biała, Byala, Biala Bielsko, Biala Bilits, Biała Krakowska, Bielsko, Byelsko, Bielitz, Bilitz, Byelits Byala, Byelsko Biala",PL-00360,,,,,
Bielsko-Biała,49.8223768,19.0583845,ביליץ,Bielsko-Biała,"Bielsko-Biała , Biala-Beilitz , Bielitz-Biala , Bílsko a-Bìlá , Biała, Byala, Biala Bielsko, Biala Bilits, Biała Krakowska, Bielsko, Byelsko, Bielitz, Bilitz, Byelits Byala, Byelsko Biala",PL-00360,,,,,
Bielsko-Biała,49.8223768,19.0583845,ביעליץ,Bielsko-Biała,"Bielsko-Biała , Biala-Beilitz , Bielitz-Biala , Bílsko a-Bìlá , Biała, Byala, Biala Bielsko, Biala Bilits, Biała Krakowska, Bielsko, Byelsko, Bielitz, Bilitz, Byelits Byala, Byelsko Biala",PL-00360,,,,,
Bielsko-Biała,49.8223768,19.0583845,בעליץ,Bielsko-Biała,"Bielsko-Biała , Biala-Beilitz , Bielitz-Biala , Bílsko a-Bìlá , Biała, Byala, Biala Bielsko, Biala Bilits, Biała Krakowska, Bielsko, Byelsko, Bielitz, Bilitz, Byelits Byala, Byelsko Biala",PL-00360,,,,,
"Krasnobród, Poland",50.55,23.2,קראסנאבראד,"Krasnobród, Poland","Krasnobród , Krasnabrod ",PL-00361,,,,,
